Id,Course,RaceDate,RaceTime,Race,Type,Class,AgeLimit,Prize,Ran,Distance,Yards,Going,Limit,WinTime,Seconds,FPos,DstBtn,TotalBtn,CardNo,HorseName,Draw,Sp,Age,Stone,Lbs,WeightLBS,Favs,Aid,Trainer,Jockey,Allow,OR,Comments
44658111,"Chelmsford City","04/07/22 00:00:00","12/30/99 17:43:00","racingandsports.com Handicap",,4,"4YO plus",6696,8,"1m 5f 66y",2926,"Standard (AW - Polytrack)",80,"2m 52.26s",172.26,"1",,0,5,"Koeman",6,5.5,8,9,5,131,,,"M R Channon","J F Egan",,76,"in touch, wide and headway over 3f out, chased leader over 1f out, ridden to lead approaching final furlong, ran on"
44658111,"Chelmsford City","04/07/22 00:00:00","12/30/99 17:43:00","racingandsports.com Handicap",,4,"4YO plus",6696,8,"1m 5f 66y",2926,"Standard (AW - Polytrack)",80,"2m 52.26s",172.26,"2","3",3,4,"Summertime Romance",1,2.5,4,9,6,132,"Fav",,"M Botti","N Callan",,77,"in touch, ridden and headway over 1f out, stayed on to chase winner inside final furlong"
44658111,"Chelmsford City","04/07/22 00:00:00","12/30/99 17:43:00","racingandsports.com Handicap",,4,"4YO plus",6696,8,"1m 5f 66y",2926,"Standard (AW - Polytrack)",80,"2m 52.26s",172.26,"3","1¼",4.25,6,"Baileys Derbyday",4,4,4,9,3,129,"2Fav",,"C & M Johnston","J Fanning",,74,"tracked leaders, led 2f out, ridden and headed approaching final furlong, no extra towards finish"
44658111,"Chelmsford City","04/07/22 00:00:00","12/30/99 17:43:00","racingandsports.com Handicap",,4,"4YO plus",6696,8,"1m 5f 66y",2926,"Standard (AW - Polytrack)",80,"2m 52.26s",172.26,"3","dh",4.25,8,"Yagood",7,11,6,8,13,125,,,"Joseph Parr","Charlie Bennett",,70,"steadied start, in rear, pushed along 3f out, ridden and headway approaching final furlong, nearest finish"
44658111,"Chelmsford City","04/07/22 00:00:00","12/30/99 17:43:00","racingandsports.com Handicap",,4,"4YO plus",6696,8,"1m 5f 66y",2926,"Standard (AW - Polytrack)",80,"2m 52.26s",172.26,"5","8½",12.75,2,"Bakersboy",8,7,4,9,8,134,,,"P S McEntee","Josephine Gordon",,79,"prominent, led over 2f out, headed 2f out, weakened final furlong"
44658111,"Chelmsford City","04/07/22 00:00:00","12/30/99 17:43:00","racingandsports.com Handicap",,4,"4YO plus",6696,8,"1m 5f 66y",2926,"Standard (AW - Polytrack)",80,"2m 52.26s",172.26,"6","2¼",15,7,"Frankly Mr Shankly (GER)",2,9,5,9,2,128,,"t   p","Olly Murphy","B A Curtis",,73,"awkwardly away, towards rear, ridden over 2f out, never on terms"
44658111,"Chelmsford City","04/07/22 00:00:00","12/30/99 17:43:00","racingandsports.com Handicap",,4,"4YO plus",6696,8,"1m 5f 66y",2926,"Standard (AW - Polytrack)",80,"2m 52.26s",172.26,"7","4¼",19.25,1,"Trinity Girl",3,6,5,9,11,137,,,"Jessica Macey","Thore Hammer Hansen",,82,"led, pushed along 4f out, ridden and headed over 2f out, weakened over 1f out"
44658111,"Chelmsford City","04/07/22 00:00:00","12/30/99 17:43:00","racingandsports.com Handicap",,4,"4YO plus",6696,8,"1m 5f 66y",2926,"Standard (AW - Polytrack)",80,"2m 52.26s",172.26,"8","12",31.25,3,"High Wells",5,12,8,9,7,133,,"v","F OBrien","Rob Hornby",,78,"tracked leaders, ridden 4f out, weakened over 1f out"
44658112,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:15:00","Ministry Of Sound Disco 20th August Handicap",,6,"3YO only",3618,10,"1m 5f 66y",2926,"Standard (AW - Polytrack)",60,"2m 59.17s",179.17,"1",,0,4,"Moonlit Warrior",2,4.5,3,9,6,132,"2Fav",,"M L W Bell","D E Hogan",,56,"close up, ridden over 1f out, led inside final furlong, ran on"
44658112,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:15:00","Ministry Of Sound Disco 20th August Handicap",,6,"3YO only",3618,10,"1m 5f 66y",2926,"Standard (AW - Polytrack)",60,"2m 59.17s",179.17,"2","¾",0.75,1,"Satanic Moon",6,6.5,3,9,12,138,,,"C & M Johnston","F Norton",,62,"dwelt and slow into stride, in rear, wide and headway over 1f out, ridden and ran on to go 2nd close home"
44658112,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:15:00","Ministry Of Sound Disco 20th August Handicap",,6,"3YO only",3618,10,"1m 5f 66y",2926,"Standard (AW - Polytrack)",60,"2m 59.17s",179.17,"3","½",1.25,10,"Rita Rana",1,5,3,8,10,122,,,"Adam West","T E Whelan",,46,"led, headed 9f out, tracked leaders, ridden to lead again inside final furlong, headed towards finish, lost 2nd close home"
44658112,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:15:00","Ministry Of Sound Disco 20th August Handicap",,6,"3YO only",3618,10,"1m 5f 66y",2926,"Standard (AW - Polytrack)",60,"2m 59.17s",179.17,"4","1½",2.75,5,"Away Wit Da Fairys",7,7,3,9,5,131,,"p","Alice Haynes","K T ONeill",,55,"in touch, headway when not clear run entering final furlong, switched left, stayed on"
44658112,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:15:00","Ministry Of Sound Disco 20th August Handicap",,6,"3YO only",3618,10,"1m 5f 66y",2926,"Standard (AW - Polytrack)",60,"2m 59.17s",179.17,"5","shd",2.8,3,"Marmalashes",3,14,3,9,7,133,,,"W J Haggas","Tom Marquand",,57,"tracked leaders, ridden over 2f out, faded inside final furlong"
44658112,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:15:00","Ministry Of Sound Disco 20th August Handicap",,6,"3YO only",3618,10,"1m 5f 66y",2926,"Standard (AW - Polytrack)",60,"2m 59.17s",179.17,"6","½",3.3,8,"All About Alice",4,7.5,3,9,2,128,,,"Martin Smith","Joey Haynes",,52,"tracked leaders, led 9f out, ridden 2f out, headed inside final furlong, no extra"
44658112,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:15:00","Ministry Of Sound Disco 20th August Handicap",,6,"3YO only",3618,10,"1m 5f 66y",2926,"Standard (AW - Polytrack)",60,"2m 59.17s",179.17,"7","½",3.8,7,"Foreshadow",5,2.25,3,9,3,129,"Fav","b","J J Quinn","Jason Hart",,53,"close up, ridden over 2f out, edged left entering final furlong, soon weakened"
44658112,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:15:00","Ministry Of Sound Disco 20th August Handicap",,6,"3YO only",3618,10,"1m 5f 66y",2926,"Standard (AW - Polytrack)",60,"2m 59.17s",179.17,"8","nk",4,2,"Purple Reign",10,22,3,9,7,133,,"h1","E A L Dunlop","L Morris",,57,"keen held up, pushed along over 2f out, ridden over 1f out, never a factor"
44658112,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:15:00","Ministry Of Sound Disco 20th August Handicap",,6,"3YO only",3618,10,"1m 5f 66y",2926,"Standard (AW - Polytrack)",60,"2m 59.17s",179.17,"9","7½",11.5,6,"Tsubaki",9,80,3,9,4,130,,,"R Varian","Jefferson Smith",,54,"raced wide close up, ridden and weakened over 1f out"
44658112,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:15:00","Ministry Of Sound Disco 20th August Handicap",,6,"3YO only",3618,10,"1m 5f 66y",2926,"Standard (AW - Polytrack)",60,"2m 59.17s",179.17,"10","8",19.5,9,"Gee Eight",8,100,3,8,8,120,,"t   p1","Amy Murphy","Stefano Cherchi",3,47,"towards rear, weakened over 2f out"
44658113,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:45:00","£1Million Grand National Jackpot At racingstars.co.uk Handicap",,5,"4YO plus",5103,9,"7f",1540,"Standard (AW - Polytrack)",75,"1m 25.65s",85.65000000000001,"1",,0,9,"Light Up Our Stars",1,9,6,8,11,123,,"h","A W Carroll","L Morris",,65,"tracked leaders, shaken up to lead inside final furlong, readily"
44658113,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:45:00","£1Million Grand National Jackpot At racingstars.co.uk Handicap",,5,"4YO plus",5103,9,"7f",1540,"Standard (AW - Polytrack)",75,"1m 25.65s",85.65000000000001,"2","¾",0.75,3,"Got No Dollars",3,3.2,4,9,5,131,"2Fav","t","S C Williams","Marco Ghiani",,73,"tracked leaders, pushed along over 1f out, ridden and stayed on to go 2nd towards finish"
44658113,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:45:00","£1Million Grand National Jackpot At racingstars.co.uk Handicap",,5,"4YO plus",5103,9,"7f",1540,"Standard (AW - Polytrack)",75,"1m 25.65s",85.65000000000001,"3","1¼",2,6,"Mashaan",8,2.75,4,9,2,128,"Fav",,"Alice Haynes","K T ONeill",,70,"led, ridden over 1f out, headed inside final furlong, lost 2nd towards finish"
44658113,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:45:00","£1Million Grand National Jackpot At racingstars.co.uk Handicap",,5,"4YO plus",5103,9,"7f",1540,"Standard (AW - Polytrack)",75,"1m 25.65s",85.65000000000001,"4","1½",3.5,5,"Fangorn",6,8,4,9,2,128,,,"M R Channon","Charles Bishop",,70,"tracked leader, ridden and every chance over 1f out, kept on same pace"
44658113,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:45:00","£1Million Grand National Jackpot At racingstars.co.uk Handicap",,5,"4YO plus",5103,9,"7f",1540,"Standard (AW - Polytrack)",75,"1m 25.65s",85.65000000000001,"5","2½",6,4,"Good Humor",5,33,5,9,4,130,,"t","S C Williams","Daniel Muscutt",,72,"towards rear, pushed along 2f out, ridden and kept on inside final furlong, never nearer"
44658113,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:45:00","£1Million Grand National Jackpot At racingstars.co.uk Handicap",,5,"4YO plus",5103,9,"7f",1540,"Standard (AW - Polytrack)",75,"1m 25.65s",85.65000000000001,"6","nk",6.2,10,"El Camino",4,33,4,8,3,115,,"t   v1","M Appleby","Theodore Ladd",3,60,"held up, pushed along 2f out, ridden and headway approaching final furlong, no impression final furlong"
44658113,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:45:00","£1Million Grand National Jackpot At racingstars.co.uk Handicap",,5,"4YO plus",5103,9,"7f",1540,"Standard (AW - Polytrack)",75,"1m 25.65s",85.65000000000001,"7","4¼",10.45,8,"Legende Dart",9,6,5,8,13,125,,"p","Henry Spiller","Hayley Turner",,67,"raced wide in touch, ridden and weakened over 1f out"
44658113,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:45:00","£1Million Grand National Jackpot At racingstars.co.uk Handicap",,5,"4YO plus",5103,9,"7f",1540,"Standard (AW - Polytrack)",75,"1m 25.65s",85.65000000000001,"8","1",11.45,7,"Sunset",7,5,4,8,10,122,,"t1","Amy Murphy","Stefano Cherchi",3,67,"slow into stride, raced wide in rear, pushed along over 2f out, never on terms"
44658113,"Chelmsford City","04/07/22 00:00:00","12/30/99 18:45:00","£1Million Grand National Jackpot At racingstars.co.uk Handicap",,5,"4YO plus",5103,9,"7f",1540,"Standard (AW - Polytrack)",75,"1m 25.65s",85.65000000000001,"9","nse",11.47,2,"Stay Smart",2,18,4,9,5,131,,"t","D OMeara","B A Curtis",,73,"in touch, pushed along over 2f out, weakened over 1f out"
44658114,"Chelmsford City","04/07/22 00:00:00","12/30/99 19:15:00","Fairwood Brasserie Handicap",,6,"4YO plus",3618,13,"7f",1540,"Standard (AW - Polytrack)",55,"1m 27.25s",87.25,"1",,0,5,"Cashel",3,3.333333333,7,9,6,132,"Fav","p","M Appleby","Ray Dawson",,54,"in touch, pushed along 2f out, ridden and headway approaching final furlong, led inside final furlong, driven all out"
44658114,"Chelmsford City","04/07/22 00:00:00","12/30/99 19:15:00","Fairwood Brasserie Handicap",,6,"4YO plus",3618,13,"7f",1540,"Standard (AW - Polytrack)",55,"1m 27.25s",87.25,"2","nse",0.02,9,"Irish Times",2,12,7,9,0,126,,"v","Henry Spiller","Hayley Turner",,48,"close up, pushed along 2f out, ridden and ran on inside final furlong, not quite reach winner"
44658114,"Chelmsford City","04/07/22 00:00:00","12/30/99 19:15:00","Fairwood Brasserie Handicap",,6,"4YO plus",3618,13,"7f",1540,"Standard (AW - Polytrack)",55,"1m 27.25s",87.25,"3","1¾",1.77,13,"Ballyvil",5,25,5,8,12,124,,"b1   es1","S A Harris","T E Whelan",,46,"in touch, ridden and headway over 1f out, soon every chance, stayed on one pace"
44658114,"Chelmsford City","04/07/22 00:00:00","12/30/99 19:15:00","Fairwood Brasserie Handicap",,6,"4YO plus",3618,13,"7f",1540,"Standard (AW - Polytrack)",55,"1m 27.25s",87.25,"4","shd",1.82,12,"Edessann",7,16,6,8,12,124,,"t   h","M Herrington","Jason Hart",,46,"steadied start, held up, ridden over 1f out, switched right inside final furlong, driven and ran on towards finish"
44658114,"Chelmsford City","04/07/22 00:00:00","12/30/99 19:15:00","Fairwood Brasserie Handicap",,6,"4YO plus",3618,13,"7f",1540,"Standard (AW - Polytrack)",55,"1m 27.25s",87.25,"5","nk",2.02,4,"Tommytwohoots",11,11,4,9,1,127,,,"S A Harris","Jonathan Fisher",5,54,"raced wide in touch, ridden over 1f out, stayed on inside final furlong"
44658114,"Chelmsford City","04/07/22 00:00:00","12/30/99 19:15:00","Fairwood Brasserie Handicap",,6,"4YO plus",3618,13,"7f",1540,"Standard (AW - Polytrack)",55,"1m 27.25s",87.25,"6","nse",2.04,6,"Crunchie",1,12,4,9,6,132,,"p","Miss Gay Kelleway","L Morris",,54,"tracked leaders, ridden and every chance over 1f out, ridden to lead approaching final furlong, headed inside final furlong, no extra"
44658114,"Chelmsford City","04/07/22 00:00:00","12/30/99 19:15:00","Fairwood Brasserie Handicap",,6,"4YO plus",3618,13,"7f",1540,"Standard (AW - Polytrack)",55,"1m 27.25s",87.25,"7","2¼",4.29,2,"How Bizarre",9,10,7,9,9,135,,,"Liam Bailey","B A Curtis",,57,"keen to post, soon led, ridden and headed approaching final furlong, weakened inside final furlong"
44658114,"Chelmsford City","04/07/22 00:00:00","12/30/99 19:15:00","Fairwood Brasserie Handicap",,6,"4YO plus",3618,13,"7f",1540,"Standard (AW - Polytrack)",55,"1m 27.25s",87.25,"8","1¼",5.54,7,"Dors Toyboy",10,10,5,9,2,128,,"p","D K Ivory","Charlie Bennett",,50,"prominent, ridden and every chance over 1f out, weakened inside final furlong"
44658114,"Chelmsford City","04/07/22 00:00:00","12/30/99 19:15:00","Fairwood Brasserie Handicap",,6,"4YO plus",3618,13,"7f",1540,"Standard (AW - Polytrack)",55,"1m 27.25s",87.25,"9","hd",5.69,14,"Nicky Baby",4,50,8,8,9,121,,"v","D K Ivory","Thomas Greatrex",3,46,"towards rear, ridden 2f out, never on terms"
44658114,"Chelmsford City","04/07/22 00:00:00","12/30/99 19:15:00","Fairwood Brasserie Handicap",,6,"4YO plus",3618,13,"7f",1540,"Standard (AW - Polytrack)",55,"1m 27.25s",87.25,"10","hd",5.84,10,"The Game Of Life",14,12,7,8,13,125,,"t   p","M Herrington","P J McDonald",,47,"in rear, pushed along over 2f out, never a factor"
44658114,"Chelmsford City","04/07/22 00:00:00","12/30/99 19:15:00","Fairwood Brasserie Handicap",,6,"4YO plus",3618,13,"7f",1540,"Standard (AW - Polytrack)",55,"1m 27.25s",87.25,"11","nk",6.04,11,"Vitesse Du Son",8,6.5,5,8,12,124,"2Fav","t   p","Alice Haynes","K T ONeill",,46,"raced wide close up, ridden 2f out, weakened final furlong"
44658114,"Chelmsford City","04/07/22 00:00:00","12/30/99 19:15:00","Fairwood Brasserie Handicap",,6,"4YO plus",3618,13,"7f",1540,"Standard (AW - Polytrack)",55,"1m 27.25s",87.25,"12","¾",6.79,1,"Mighty Fine (FR)",13,7.5,4,9,6,132,,"b","D H Brown","George Rooke",3,57,"raced wide in touch, very wide into straight 2f out, weakened over 1f out"
44658114,"Chelmsford City","04/07/22 00:00:00","12/30/99 19:15:00","Fairwood Brasserie Handicap",,6,"4YO plus",3618,13,"7f",1540,"Standard (AW - Polytrack)",55,"1m 27.25s",87.25,"13","5",11.79,3,"Atrafan",6,10,8,9,7,133,,"p","A D Brown","D Swift",,55,"slow into stride, towards rear, pushed along 4f out, never on terms"
44658115,"Ffos Las","04/07/22 00:00:00","12/30/99 13:00:00","Captains Table - Saundersfoot Novices' Hurdle (Novices' Championship Hurdle Series Qual') (GBB Race)","h",4,"4YO plus",5446,4,"1m 7f 182y",3482,"Good (Good to Firm in the home straight)",,"3m 50.46s",230.46,"1",,0,1,"Boombawn",,0.25,5,11,3,157,"Fav",,"D Skelton","Jack Andrews",5,121,"made all, quickened pace 4th, shaken up flat, readily"
44658115,"Ffos Las","04/07/22 00:00:00","12/30/99 13:00:00","Captains Table - Saundersfoot Novices' Hurdle (Novices' Championship Hurdle Series Qual') (GBB Race)","h",4,"4YO plus",5446,4,"1m 7f 182y",3482,"Good (Good to Firm in the home straight)",,"3m 50.46s",230.46,"2","2¾",2.75,7,"Hasty Parisian",,3.5,4,11,0,154,"2Fav",,"M F Harris","Harry Reed",,109,"tracked winner, pushed along 3 out, ridden and kept on one pace, no threat to winner"
44658115,"Ffos Las","04/07/22 00:00:00","12/30/99 13:00:00","Captains Table - Saundersfoot Novices' Hurdle (Novices' Championship Hurdle Series Qual') (GBB Race)","h",4,"4YO plus",5446,4,"1m 7f 182y",3482,"Good (Good to Firm in the home straight)",,"3m 50.46s",230.46,"3","19",21.75,5,"Henry Box Brown",,18,5,10,12,152,,,"Evan Williams","Conor Ring",3,,"tracked leaders, pushed along 3 out, weakening when blundered 2 out"
44658115,"Ffos Las","04/07/22 00:00:00","12/30/99 13:00:00","Captains Table - Saundersfoot Novices' Hurdle (Novices' Championship Hurdle Series Qual') (GBB Race)","h",4,"4YO plus",5446,4,"1m 7f 182y",3482,"Good (Good to Firm in the home straight)",,"3m 50.46s",230.46,"4","53",74.75,3,"Bells Of Rutland",,80,5,11,1,155,,,"Tim Vaughan","Alan Johns",,,"tracked leaders, pushed along and outpaced 4 out, tailed off"
44658116,"Ffos Las","04/07/22 00:00:00","12/30/99 13:35:00","Ship Aground - Dinas Mares' Handicap Hurdle","h",4,"4YO plus",4684,7,"2m 5f 192y",4812,"Good (Good to Firm in the home straight)",110,"5m 29.08s",329.08,"1",,0,6,"Jersey Lady (FR)",,7,6,11,7,161,,,"O Sherwood","Tom Cannon",,103,"tracked leaders, joined leader 5th, ridden 3 out, every chance when hit last, led flat, driven out"
44658116,"Ffos Las","04/07/22 00:00:00","12/30/99 13:35:00","Ship Aground - Dinas Mares' Handicap Hurdle","h",4,"4YO plus",4684,7,"2m 5f 192y",4812,"Good (Good to Firm in the home straight)",110,"5m 29.08s",329.08,"2","½",0.5,8,"Kilganer Queen",,8,12,10,4,144,,"t","Adam West","Mr Ben Ffrench Davis",7,93,"towards rear, headway 3 out, ridden next, stayed on flat"
44658116,"Ffos Las","04/07/22 00:00:00","12/30/99 13:35:00","Ship Aground - Dinas Mares' Handicap Hurdle","h",4,"4YO plus",4684,7,"2m 5f 192y",4812,"Good (Good to Firm in the home straight)",110,"5m 29.08s",329.08,"3","1½",2,5,"Howdilyoudo",,3.5,7,11,7,161,"2Fav","t","Jamie Snowden","G Sheehan",,103,"close up, ridden 3 out, stayed on towards finish"
44658116,"Ffos Las","04/07/22 00:00:00","12/30/99 13:35:00","Ship Aground - Dinas Mares' Handicap Hurdle","h",4,"4YO plus",4684,7,"2m 5f 192y",4812,"Good (Good to Firm in the home straight)",110,"5m 29.08s",329.08,"4","3¾",5.75,3,"Doyen La Lutte",,7,6,11,5,159,,"b1","D Pipe","Fergus Gillard",3,104,"tracked leader, joined leader 5 out, led next, ridden and headed flat, no extra towards finish"
44658116,"Ffos Las","04/07/22 00:00:00","12/30/99 13:35:00","Ship Aground - Dinas Mares' Handicap Hurdle","h",4,"4YO plus",4684,7,"2m 5f 192y",4812,"Good (Good to Firm in the home straight)",110,"5m 29.08s",329.08,"5","12",17.75,4,"Subway Surf",,6,8,11,5,159,,,"K C Bailey","Chester Williams",3,104,"in touch, headway to track leaders 3 out, ridden next, weakened approaching last"
44658116,"Ffos Las","04/07/22 00:00:00","12/30/99 13:35:00","Ship Aground - Dinas Mares' Handicap Hurdle","h",4,"4YO plus",4684,7,"2m 5f 192y",4812,"Good (Good to Firm in the home straight)",110,"5m 29.08s",329.08,"6","2¼",20,10,"Saddlers Quest",,2.2,8,9,8,134,"Fav",,"Mrs D A Hamer","J A Anderson",7,83,"in rear, pushed along and weakened 3 out"
44658116,"Ffos Las","04/07/22 00:00:00","12/30/99 13:35:00","Ship Aground - Dinas Mares' Handicap Hurdle","h",4,"4YO plus",4684,7,"2m 5f 192y",4812,"Good (Good to Firm in the home straight)",110,"5m 29.08s",329.08,"7","20",40,2,"Flowing Cadenza",,11,8,11,11,165,,,"R H Buckler","Sean Houlihan",,107,"led, hit 4th, joined next, headed 4 out, soon lost touch, blundered 3 out, tailed off"
44658117,"Ffos Las","04/07/22 00:00:00","12/30/99 14:10:00","John Jenkins 90th Birthday Novices' Handicap Chase (GBB Race)","c",4,"5YO plus",5010,7,"2m 7f 177y",5237,"Good (Good to Firm in the home straight)",120,"5m 59.65s",359.65,"1",,0,10,"Marettimo",,4,8,10,4,144,"J2Fav",,"W G M Turner","Harry Kimber",7,105,"tracked leaders, led 3 out, ridden and ran on"
44658117,"Ffos Las","04/07/22 00:00:00","12/30/99 14:10:00","John Jenkins 90th Birthday Novices' Handicap Chase (GBB Race)","c",4,"5YO plus",5010,7,"2m 7f 177y",5237,"Good (Good to Firm in the home straight)",120,"5m 59.65s",359.65,"2","2",2,3,"Dhowin",,4,8,11,9,163,"J2Fav",,"W Greatrex","Harry Bannister",,117,"tracked leaders, ridden 3 out, chased winner last, stayed on"
44658117,"Ffos Las","04/07/22 00:00:00","12/30/99 14:10:00","John Jenkins 90th Birthday Novices' Handicap Chase (GBB Race)","c",4,"5YO plus",5010,7,"2m 7f 177y",5237,"Good (Good to Firm in the home straight)",120,"5m 59.65s",359.65,"3","5",7,9,"Pennyforapound",,7,8,11,1,155,,"b","Miss R Curtis","Ben Jones",,109,"keen made most until ridden 3 out, kept on one pace"
44658117,"Ffos Las","04/07/22 00:00:00","12/30/99 14:10:00","John Jenkins 90th Birthday Novices' Handicap Chase (GBB Race)","c",4,"5YO plus",5010,7,"2m 7f 177y",5237,"Good (Good to Firm in the home straight)",120,"5m 59.65s",359.65,"4","20",27,2,"Longshanks",,1.875,8,11,10,164,"Fav",,"P J Hobbs","M G Nolan",,118,"towards rear, ridden and headway approaching 2 out, kept on same pace"
44658117,"Ffos Las","04/07/22 00:00:00","12/30/99 14:10:00","John Jenkins 90th Birthday Novices' Handicap Chase (GBB Race)","c",4,"5YO plus",5010,7,"2m 7f 177y",5237,"Good (Good to Firm in the home straight)",120,"5m 59.65s",359.65,"5","8",35,6,"Rookie Trainer",,7,8,11,7,161,,"t   p1","N P Mulholland","G Sheehan",,115,"pressed leader from 2nd until ridden 4 out, weakened next"
44658117,"Ffos Las","04/07/22 00:00:00","12/30/99 14:10:00","John Jenkins 90th Birthday Novices' Handicap Chase (GBB Race)","c",4,"5YO plus",5010,7,"2m 7f 177y",5237,"Good (Good to Firm in the home straight)",120,"5m 59.65s",359.65,"6","¾",35.75,1,"Downtown Getaway",,14,9,11,12,166,,"t","P Bowen","James Bowen",,120,"in rear, headway to track leaders 8th, pushed along and lost place 4 out, weakened 2 out"
44658117,"Ffos Las","04/07/22 00:00:00","12/30/99 14:10:00","John Jenkins 90th Birthday Novices' Handicap Chase (GBB Race)","c",4,"5YO plus",5010,7,"2m 7f 177y",5237,"Good (Good to Firm in the home straight)",120,"5m 59.65s",359.65,"PU",,,7,"Oriental Cross",,20,9,11,2,156,,"t","Tim Vaughan","Alan Johns",,110,"in touch, dropped to rear 7th, reminders 5 out, pulled up next"
44658118,"Ffos Las","04/07/22 00:00:00","12/30/99 14:45:00","Griffin - Dale Handicap Hurdle","h",4,"4YO plus",4684,4,"2m 4f",4400,"Good (Good to Firm in the home straight)",120,"5m 10.68s",310.68,"1",,0,7,"Quickbuck",,5,5,11,0,154,,,"N J Henderson","James Bowen",,106,"tracked leaders, led 2 out, clear next, eased flat"
44658118,"Ffos Las","04/07/22 00:00:00","12/30/99 14:45:00","Griffin - Dale Handicap Hurdle","h",4,"4YO plus",4684,4,"2m 4f",4400,"Good (Good to Firm in the home straight)",120,"5m 10.68s",310.68,"2","10",10,9,"Beau Haze",,1,9,9,13,139,"Fav",,"P Dando","Conor Ring",3,94,"disputed lead until ridden 3 out, dropped to last next, rallied to go 2nd flat"
44658118,"Ffos Las","04/07/22 00:00:00","12/30/99 14:45:00","Griffin - Dale Handicap Hurdle","h",4,"4YO plus",4684,4,"2m 4f",4400,"Good (Good to Firm in the home straight)",120,"5m 10.68s",310.68,"3","½",10.5,5,"College Oak",,9,7,11,6,160,,,"Jamie Snowden","G Sheehan",,112,"close up, pushed along 3 out, ridden next, kept on one pace"
44658118,"Ffos Las","04/07/22 00:00:00","12/30/99 14:45:00","Griffin - Dale Handicap Hurdle","h",4,"4YO plus",4684,4,"2m 4f",4400,"Good (Good to Firm in the home straight)",120,"5m 10.68s",310.68,"4","1",11.5,6,"Gallow Ford",,2,7,11,5,159,"2Fav",,"Katy Price","Benjamin Poste",,111,"disputed lead, led 3 out, ridden and headed next, hit last and weakened flat"
44658119,"Ffos Las","04/07/22 00:00:00","12/30/99 15:20:00","Sunnyvale Holiday Park West Wales National Handicap Chase","c",3,"5YO plus",7352,9,"3m 3f 208y",6148,"Good (Good to Firm in the home straight)",135,"7m 3.99s",423.99,"1",,0,7,"Amateur",,4.5,9,11,0,154,"2Fav","p","J L Flint","C Brace",,122,"held up, headway 10th, led 4 out, ridden and ran on"
44658119,"Ffos Las","04/07/22 00:00:00","12/30/99 15:20:00","Sunnyvale Holiday Park West Wales National Handicap Chase","c",3,"5YO plus",7352,9,"3m 3f 208y",6148,"Good (Good to Firm in the home straight)",135,"7m 3.99s",423.99,"2","2¼",2.25,4,"Legends Gold",,7.5,8,11,3,157,,,"Miss R Curtis","Richard Patrick",,125,"held up, headway 4 out, tracked leaders, ridden to chase winner last, stayed on"
44658119,"Ffos Las","04/07/22 00:00:00","12/30/99 15:20:00","Sunnyvale Holiday Park West Wales National Handicap Chase","c",3,"5YO plus",7352,9,"3m 3f 208y",6148,"Good (Good to Firm in the home straight)",135,"7m 3.99s",423.99,"3","nk",2.45,8,"Silver In Disguise",,3.5,8,10,11,151,"Fav","t   p1","Tim Vaughan","Alan Johns",,119,"in rear, outpaced 13th, ridden and headway 3 out, chased winner next until approaching last, kept on one pace"
44658119,"Ffos Las","04/07/22 00:00:00","12/30/99 15:20:00","Sunnyvale Holiday Park West Wales National Handicap Chase","c",3,"5YO plus",7352,9,"3m 3f 208y",6148,"Good (Good to Firm in the home straight)",135,"7m 3.99s",423.99,"4","20",22.45,6,"Supreme Escape",,16,8,10,11,151,,"b1","Evan Williams","J Nailor",3,122,"tracked leaders, lost place 10th, reminders next, ridden and headway 3 out, weakened approaching last"
44658119,"Ffos Las","04/07/22 00:00:00","12/30/99 15:20:00","Sunnyvale Holiday Park West Wales National Handicap Chase","c",3,"5YO plus",7352,9,"3m 3f 208y",6148,"Good (Good to Firm in the home straight)",135,"7m 3.99s",423.99,"5","8",30.45,3,"Soyouthinksoagain",,14,7,11,2,156,,"p","D Skelton","Jack Andrews",5,129,"in touch, ridden 4 out, weakened next, tailed off"
44658119,"Ffos Las","04/07/22 00:00:00","12/30/99 15:20:00","Sunnyvale Holiday Park West Wales National Handicap Chase","c",3,"5YO plus",7352,9,"3m 3f 208y",6148,"Good (Good to Firm in the home straight)",135,"7m 3.99s",423.99,"6","13",43.45,12,"Jean Genie (FR)",,6,6,10,0,140,,"t   v","Tim Vaughan","Harry Reed",,108,"in touch, headway to track leaders 12th, weakened 5 out"
